authors,series,series_index,timestamp,tags,formats,isbn,identifiers,languages,#kanon,comments,library_name,rating,cover,pubdate,#przeczytane,size,author_sort,title,title_sort,publisher,#chomik,#format,id,#kiedy,uuid
Gaiman Neil,,1.0,2016-10-01T23:49:27+02:00,,epub,9788374804318,"amazon:8374804319,google:2IDdoQEACAAJ,isbn:9788374804318",pol,98,"Kiedy malemu dziecku udaje sie uciec przed morderca zamierzajacym zabic cala rodzine, kto moglby przypuszczac, ze schronienia udzieli mu miejscowy cmentarz? Wychowany przez zamieszkujace go duchy, zjawy i widma, Nik musi uczyc sie zycia od umarlych. Ale wciaz grozi mu niebezpieczenstwo...

**
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gaiman Neil/Ksiega cmentarna (487)/cover.jpg,2014-01-15T22:50:07+01:00,,654986,"Neil, Gaiman",Ksiega cmentarna,Gaiman Neil,Mag,,FINE,487,,6ace5fe2-54ea-41e2-961a-f653a26f8cd6
Dave Duncan,Nostradamus,3.0,2016-10-01T23:53:38+02:00,det_history,epub,9780441018468,"amazon:0441018467,isbn:9780441018468,uri:urn:uuid:fbd-08c884-10fe-7642-6ca8-c15c-43ae-bd9933",eng,99,"Someone is murdering the courtesans of Venice, and legendary clairvoyant Nostradamus and his apprentice Alfeo must pursue a labyrinth of clues to find the killer.

**
",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Dave Duncan/The Alchemist's Pursuit (488)/cover.jpg,2010-02-23T00:00:00+01:00,,582780,"Duncan, Dave",The Alchemist's Pursuit,"Alchemist's Pursuit, The",Ace,,FINE,488,,ab995492-0c84-4d85-87da-f4dda56aecd0
Dave Duncan,Nostradamus,2.0,2016-10-01T23:53:39+02:00,"Fiction, Fantasy, Historical, Visionary & Metaphysical, sf_detective","epub, original_epub",9780441015627,"amazon:044101562X,google:bs4q8rk6ZD4C,isbn:9780441015627,uri:urn:uuid:fbd-055b04-3aa9-ab4e-c3a2-2318-508e-b39735",eng,99,"The legendary Maestro Nostradamus may be able to glimpse the ever- changing future, but even he cannot see the danger that is about to envelop him and his daring apprentice Alfeo when Nostradamus is hired to find a foreign spy by Venice's ruling Council of Ten. The only clues they can offer him are the spy's intercepted messages, encoded in a seemingly unbreakable cipher. 

But Nostradamus soon detects evil influences working against him, and realizes the spy can only be caught by occult means. He turns to his able apprentice, the young swordsman Alfeo Zeno, whose unique talents may prove essential to unraveling the truth.
",Biblioteka calibre,5,/home/amarcinkowski/Dropbox/Biblioteka calibre/Dave Duncan/The Alchemist's Code (489)/cover.jpg,2008-03-04T00:00:00+01:00,,653206,"Duncan, Dave",The Alchemist's Code,"Alchemist's Code, The",Ace Books,,FINE,489,,9ea50475-864a-4250-96ea-a3007062c349
Dave Duncan,Nostradamus,1.0,2016-10-01T23:53:39+02:00,"Fiction, Fantasy, General, sf_detective","epub, original_epub",9780441014798,"amazon:0441014798,google:cWh_I63_lsYC,isbn:9780441014798",eng,99,"To the legendary clairvoyant Maestro Nostradamus, the future is forever in motion. But for young swordsman Alfeo Zeno, his apprentice and protector, the present is hard enough to contend with. His days are spent poring over astrology charts and making calculations, his nights learning arcane magic or transcribing Nostradamus's nebulous prophecies. Until one night, when the Council of Ten arrives to take the seer into custody. 

It seems that a high-ranking friend of the prince died under mysterious circumstances after Nostradamus cast his horoscope, warning of danger-and rumors are swirling that the mystic poisoned the victim to enhance his own reputation. Alfeo is stunned when his master refuses to flee. Instead, Nostradamus charges Alfeo with the task of clearing his name. Now, Alfeo must unravel a web of magic and murder if he is to have any future of his own.

**
",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Dave Duncan/The Alchemist's Apprentice (490)/cover.jpg,2007-03-06T00:00:00+01:00,,594158,"Duncan, Dave",The Alchemist's Apprentice,"Alchemist's Apprentice, The",Penguin,,FINE,490,,c911159a-0ad6-4b86-bc44-52b9b2b0a69e
Naomi Novik,Temeraire,1.0,2016-10-01T23:59:15+02:00,,epub,,,eng,96,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Naomi Novik/His Majesty's Dragon (491)/cover.jpg,2011-02-15T23:52:19+01:00,,529665,"Dragon, His Majesty's",His Majesty's Dragon,Naomi Novik,,,FINE,491,,3b9d6316-6140-4b3d-ad4d-fa379de8f2e2
Rothfuss Patrick,Kroniki królobójcy,2.0,2016-10-02T00:00:25+02:00,"Fantasy, powieść","epub, mobi",,mobi-asin:108e966e-23c4-4efc-bd5b-580fd07a6eaf,pol,97,"Przed wami druga odsłona ""Kronik Królobójcy"".   
  
  
Mędrzec obawia się tylko trzech rzeczy: morza w czasie sztormu, nocy bez księżyca i furii człowieka łagodnego.   
  
Oto ciąg dalszy epickich przygód Kvothe'a, który w zaciszu gospody mierzy się ze swoją legendą. Opowieść o jego wczesnej młodości, wstąpieniu do Akademii i stawianiu tam pierwszych kroków - powoli zaczyna nabierać głębszych barw. Zdecydowany nauczyć się magii imion, bohater próbuje przekonać do siebie mistrza Elodina. Sukces rodzi jednak zazdrość, a jego wrogowie, przede wszystkim Ambrose, nie śpią. Goniąc za Chandrianami, w pragnieniu zemsty, Kvothe gubi gdzieś niewinność.   
  
  
""Patrick Rothfuss po niesamowitym debiucie zajął pewne miejsce na scenie głównych pisarzy gatunku fantasy i może kontynuować walkę bez żadnej rozgrzewki. Jordan i Goodkind powinni zacząć się nerwowo oglądać przez ramię!""   
Kevin J. Anderson   
  
""W tej książce żadne słowo nie jest zbędne. [...] Jeśli jesteś czytelnikiem fantasy lub po prostu potrafisz docenić dzieło o naprawdę epickim rozmachu - nie przegap tej książki"".   
Orson Scott Card   
  
[Rebis, 2011]
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Rothfuss Patrick/Strach medrca_ Czesc I (2008) (492)/cover.jpg,2008-01-18T00:18:46+01:00,,985511,"Patrick, Rothfuss",Strach mędrca: Część I (2008),Strach mędrca: Część I (2008),,,FINE,492,,7c119470-24c8-4844-aefb-9c6ca4bce58c
Rothfuss Patrick,Kroniki królobójcy,1.0,2016-10-02T00:00:26+02:00,"Fantasy, powieść","epub, mobi",,mobi-asin:7c9de8f2-68c3-41ef-bb0e-b7e3ddd25add,pol,97,"Kvothe to człowiek legenda. Wielki mag, geniusz muzyki, bohater i złoczyńca - namówiony przez Kronikarza - wspomina swe barwne życie. Od dzieciństwa spędzonego w trupie wędrownych aktorów, poprzez lata chłopięce spędzone w półświatku mrocznego miasta, po szaloną, ale udaną próbę wstąpienia na Uniwersytet. Powoduje nim pragnienie władania magią i zemsty na demonach, które zabiły jego rodziców i cały jego świat obróciły w perzynę.   
  
Niezwykle żywo i naturalnie snuta opowieść na homerycką skalę. Intrygująca i poruszająca odyseja Kvothe'a doskonale harmonizuje z nienachalnym klimatem fantasy. Ten debiut literacki zdobył kilka prestiżowych nagród, m.in. Quill Award oraz Onion AV Club. Prawa do wydania sprzedano już do ponad 20 krajów.   
  
  
""To niezwykle rzadka przyjemność trafić na autora piszącego z precyzją niezbędną do tworzenia nie tylko fantasy, w którego słowach brzmi prawdziwa muzyka"".   
Ursula K. Le Guin   
  
""Książka ma wszystko, co lubią czytelnicy fantasy: magię, tajemnice, starożytne zło. Ale jest także zabawna i przerażająca, a na dodatek przekonująca. Wzorem najlepszych książek gatunku to nie elementy fantasy czynią ją niezwykłą, ale to, co autor ma do powiedzenia o codziennych sprawach, zwykłym życiu, ambicjach i upadkach, sztuce, miłości i stracie"".   
Tad Williams   
  
  
Patrick Rothfuss (ur. 1973) studiował m.in. chemię, psychologię i literaturę angielską. Jest wykładowcą akademickim w Wisconsin. Gdy nie czyta (nałogowo) i nie pisze, marnuje czas na gry komputerowe i eksperymenty z formułami alchemicznymi.   
  
[Rebis, 2008]
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Rothfuss Patrick/Imie wiatru (2007) (493)/cover.jpg,2007-01-17T22:36:12+01:00,,1305446,"Patrick, Rothfuss",Imię wiatru (2007),Imię wiatru (2007),,,FINE,493,,9da62dcc-4647-46cf-b280-df1eb86fffa9
Neil Gaiman,,1.0,2016-10-02T00:02:28+02:00,,"epub, mobi",9788374803113,isbn:9788374803113,pol,95,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Neil Gaiman/Chlopaki Anansiego (494)/cover.jpg,2012-11-22T00:00:00+01:00,,1611918,"Gaiman, Neil",Chłopaki Anansiego,Chłopaki Anansiego,Wydawnictwo MAG,,FINE,494,,ca05daa2-4ac4-4864-aeeb-1b2f2822aeca
Hal Duncan,,1.0,2016-10-02T00:03:20+02:00,Uczta Wyobraźni 2,"epub, mobi",,mobi-asin:e59d23db-4b41-49ba-a159-b8aa3dfd34e6,pol,94,"Księga wszystkich godzin czyli tytułowy Welin to mityczny manuskrypt, na którym Bóg zapisał kopię stworzonego przez siebie świata. Reynard Guy Carter podążając w ślad za rodzinną legendą znajduje Księgę. Jest ona zarówno bramą do innych rzeczywistości jak i przewodnikiem w starożytnym języku, którym wypisywano tajemnice na skórze i w duszach ludzkich. Od tej chwili, Carter podąża przez pustynny, wyludniony świat Welinu, gdzie upadli aniołowie i demony toczą bitwę o panowanie nad porządkiem wszechświata…   
  
Pierwszy tom epickiej dwutomowej opowieści o wojnie jaką toczy dobro ze złem o moc panowania nad światem ujawnia historię starożytnej, potężnej cywilizacji Kur, tropiąc jej ślady poprzez egipskie i babilońskie mity…Wspaniała, zagadkowa i wstrząsająca opowieść, godna Jamesa Joyce’a.   
  
  
Welin, błyskotliwy debiut szkockiego pisarza Hala Duncana, zyskał ogromny rozgłos w Stanach i Wielkiej Brytanii, i został uznana za najważniejszą książkę ostatniego dziesięciolecia. Przez krytyków Welin porównywany jest do Finnegans Wake Jamesa Joyce’a, co znalazło odzwierciedlenie w nominacjach do wielu prestiżowych nagród, min. World Fantasy Award i Locus.
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Hal Duncan/Welin (495)/cover.jpg,2013-05-04T00:00:00+02:00,,814648,"Duncan, Hal",Welin,Welin,,,FINE,495,,e332d2fc-e85c-4797-b52a-bb8d74e2dfd6
Susanna Clarke,,1.0,2016-10-02T00:04:05+02:00,Uczta Wyobraźni 30,"epub, mobi",,mobi-asin:89b83bdc-8a3d-441c-9ea6-41b6ac9cb111,pol,93,"Anglia, początek XIX wieku. Tajemniczy pan Norrell jest jednym z nielicznych, którzy zajmują się jeszcze czarami. Ale to właśnie dzięki niemu i jego młodemu przyjacielowi - Anglia, początek XIX wieku. Tajemniczy pan Norrell jest jednym z nielicznych, którzy zajmują się jeszcze czarami. Ale to właśnie dzięki niemu i jego młodemu przyjacielowi - Jonathanowi Strange'owi, Anglia stanie się na powrót krainą tajemnej sztuki. Dwaj bohaterowie posiądą niezwykłą władzę, a sam rząd poprosi ich o pomoc w walce z Napoleonem. Lecz magia ma swoją cenę...  
  
„Bez wątpienia najwspanialsza angielska powieść fantastyczna, jaką napisano na przestrzeni ostatnich siedemdziesięciu lat – zabawna, wzruszająca, przerażająca, niesamowita, praktyczna i magiczna podróż poprzez światło i cień. Zachwycająca lektura, zarówno przez wzgląd na elegancję i precyzję w operowaniu słowami, którymi pani Clarke posługuje się równie roztropnie i niebezpiecznie jak niegdyś Wellington swoim wojskiem, jak i ze względu na rozmach opowieści, krętej i poplątanej jak uliczki starego Londynu albo mroczne angielskie lasy. Kiedy po ośmiuset stronach odkładałem Jonathana Strange’a i pana Norrella, żałowałem tylko jednego: że książka nie jest dwa razy grubsza… Od początku do końca, przyjemność doskonała - Neil Gaiman, autor Amerykańskich Bogów
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Susanna Clarke/Jonathan Strange i Pan Norrell (496)/cover.jpg,2013-06-15T00:00:00+02:00,,1511792,"Clarke, Susanna",Jonathan Strange i Pan Norrell,Jonathan Strange i Pan Norrell,,,FINE,496,,4634256d-9e8a-40d1-9a07-7764431a7c74
Abercrombie Joe,Pierwsze prawo,1.0,2016-10-02T00:06:52+02:00,,epub,9788374182133,isbn:9788374182133,pol,92,"Logena Dziewięciopalcego, cieszącego się złą sławą barbarzyńcę, opuszcza w końcu szczęście. Czeka go los martwego barbarzyńcy, który pozostawi po sobie tylko pieśni i równie martwych przyjaciół. Jezal dan Luthar, uosobienie egoizmu, żywi jedno pragnienie: odnieść zwycięstwo w kręgu szermierczym. Lecz zbliża się wojna, a na polach bitewnych lodowatej Północy walczy się według brutalniejszych zasad niż w turnieju. Inkwizytor Glokta, kaleka, który stał się oprawcą, nie ucieszyłby się z niczego bardziej niż z widoku Jezala powracającego do domu w trumnie. Z drugiej strony człowiek ten nienawidzi każdego. Konieczność tępienia zdrady w sercu Unii, przesłuchanie za przesłuchaniem, nie zyskuje mu przyjaciół, a kolejne zwłoki pozostawiają za sobą ślad, który może doprowadzić do samego skorumpowanego serca rządu – jeśli Glokta utrzyma się dostatecznie długo przy życiu, by owym tropem podążyć...
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Abercrombie Joe/Samo ostrze (497)/cover.jpg,2010-12-03T00:00:00+01:00,,561847,Abercrombie Joe,Samo ostrze,Samo ostrze,ISA,,FINE,497,,6ee69abe-dd47-49ef-b739-78f06c335afb
Steph Swainston,Cztery krainy,1.0,2016-10-02T00:08:47+02:00,,"epub, mobi",,,pol,91,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Steph Swainston/Rok naszej wojny (498)/cover.jpg,2015-11-04T00:00:00+01:00,,1529562,"Swainston, Steph",Rok naszej wojny,Rok naszej wojny,,,FINE,498,,4eaf9e29-c6e9-4e7c-8d60-b0b1c81b12f8
Steph Swainston,Cztery krainy,2.0,2016-10-02T00:08:47+02:00,,"epub, mobi",,,pol,91,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Steph Swainston/Gdzie czas to pieniadz (499)/cover.jpg,2015-11-04T00:00:00+01:00,,1691133,"Swainston, Steph",Gdzie czas to pieniądz,Gdzie czas to pieniądz,,,FINE,499,,a068e22f-2704-4cda-9087-d302dcb7bf0f
China Mieville,,1.0,2016-10-02T00:10:21+02:00,"Steampunk fiction, Horror, Fantasy, General, Fiction","epub, mobi",9781597800242,"isbn:9781597800242,mobi-asin:3b643b7d-856a-4610-84d5-42b9d7b02c69",pol,90,"kontakt: tridentebooks@gmail.com

### Amazon.com Review

When Mae West said, ""Too much of a good thing can be wonderful,"" she could have been talking about China Miéville's *Perdido Street Station*. The novel's publication met with a burst of extravagant praise from Big Name Authors and was almost instantly a multiaward finalist. You expect hyperbole in blurbs; and sometimes unworthy books win awards, so nominations don't necessarily mean much. But *Perdido Street Station* deserves the acclaim. It's ambitious and brilliant and--rarity of rarities--sui generis. Its clearest influences are Mervyn Peake's Gormenghast trilogy and M. John Harrison's Viriconium books, but it isn't much like them. It's Dickensian in scope, but fast-paced and modern. It's a love song for cities, and it packs a world into its strange, sprawling, steam-punky city of New Crobuzon. It can be read with equal validity as fantasy, science fiction, horror, or slipstream. It's got love, loss, crime, sex, riots, mad scientists, drugs, art, corruption, demons, dreams, obsession, magic, aliens, subversion, torture, dirigibles, romantic outlaws, artificial intelligence, and dangerous cults. 

Generous, gaudy, grand, grotesque, gigantic, grim, grimy, and glorious, *Perdito Street Station* is a bloody fascinating book. It's also so massive that you may begin to feel you're getting too much of a good thing; just slow down and enjoy.

Yes, but what is *Perdido Street Station* about? To oversimplify: the eccentric scientist Isaac Dan der Grimnebulin is hired to restore the power of flight to a cruelly de-winged birdman. Isaac's secret lover is Lin, an artist of the khepri, a humano-insectoid race; theirs is a forbidden relationship. Lin is hired (rather against her will) by a mysterious crime boss to capture his horrifying likeness in the unique khepri art form. Isaac's quest for flying things to study leads to verification of his controversial unified theory of the strange sciences of his world. It also brings him an odd, unknown grub stolen from a secret government experiment so perilous it is sold to a ruthless drug lord--the same crime boss who hired Lin. The grub emerges from its cocoon, becomes an extraordinarily dangerous monster, and escapes Isaac's lab to ravage New Crobuzon, even as his discovery becomes known to a hidden, powerful, and sinister intelligence. Lin disappears and Isaac finds himself pursued by the monster, the drug lord, the government and armies of New Crobuzon, and other, more bizarre factions, not all confined to his world. *--Cynthia Ward*

### From Publishers Weekly

King Rat (1999), Mi‚ville's much-praised first novel of urban fantasy/horror, was just a palate-teaser for this appetizing, if extravagant, stew of genre themes. Its setting, New Crobuzon, is an audaciously imagined milieu: a city with the dimensions of a world, home to a polyglot civilization of wildly varied species and overlapping and interpenetrating cultures. Seeking to prove his unified energy theory as it relates to organic and mechanical forms, rogue scientist Isaac Dan der Grimnebulin tries to restore the power of flight to Yagharek, a member of the garuda race cruelly shorn of its wings. Isaac's lover, Lin, unconsciously mimics his scientific pursuits when she takes on the seemingly impossible commission of sculpting a patron whose body is a riot of grotesquely mutated and spliced appendages. Their social life is one huge, postgraduate bull session with friends and associates--until a nightmare-inducing grub escapes from Isaac's lab and transforms into a flying monster that imperils the city. This accident precipitates a political crisis, initiates an action-packed manhunt for Isaac and introduces hordes of vividly imagined beings who inhabit the twilight zone between science and sorcery. Mi‚ville's canvas is so breathtakingly broad that the details of individual subplots and characters sometime lose their definition. But it is also generous enough to accommodate large dollops of aesthetics, scientific discussion and quest fantasy in an impressive and ultimately pleasing epic. 

Copyright 2001 Cahners Business Information, Inc.
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/China Mieville/Dworzec Perdido (500)/cover.jpg,2006-04-30T00:00:00+02:00,,1263761,"Mieville, China",Dworzec Perdido,Dworzec Perdido,Nightshade Book,,FINE,500,,8bfa8c83-b503-4721-b75b-e5ab46e3c613
Raymond E. Feist,Krondor,13.0,2016-10-02T00:13:34+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Odpryski strzaskanej korony (501)/cover.jpg,0101-01-01T01:00:00+01:00,,534228,"Feist, Raymond E.",Odpryski strzaskanej korony,Odpryski strzaskanej korony,,,,501,,35e5cf01-4bfe-4977-975b-fa64648e14d2
Raymond E. Feist,Krondor,2.0,2016-10-02T00:13:34+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Mistrz Magii (502)/cover.jpg,0101-01-01T01:00:00+01:00,,486346,"Feist, Raymond E.",Mistrz Magii,Mistrz Magii,,,,502,,18395841-483f-49c5-8831-719c22c4bfa3
Raymond E. Feist,Krondor,5.0,2016-10-02T00:13:34+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Ksiaze Krwi (503)/cover.jpg,0101-01-01T01:00:00+01:00,,383503,"Feist, Raymond E.",Książę Krwi,Ksiaże Krwii,,,,503,,88868c82-7a4d-4e34-b9f1-6fa8195431f7
Raymond E. Feist,Krondor,6.0,2016-10-02T00:13:35+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/KROLEWSKI BUKANIER (504)/cover.jpg,0101-01-01T01:00:00+01:00,,571942,"Feist, Raymond E.",KRÓLEWSKI BUKANIER,KRÓLEWSKI BUKANIER,,,,504,,b74cf142-5949-405a-a3c2-06ce2c2dcea4
Raymond E. Feist,Krondor,1.0,2016-10-02T00:13:57+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Adept Magii (505)/cover.jpg,0101-01-01T01:00:00+01:00,,453910,"Feist, Raymond E.",Adept Magii,Adept Magii,,,,505,,becd44c2-ea2b-43c6-a108-4ba498f7bda8
Raymond E. Feist,Krondor,3.0,2016-10-02T00:13:58+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Srebrzysty Ciern (506)/cover.jpg,0101-01-01T01:00:00+01:00,,443289,"Feist, Raymond E.",Srebrzysty Cierń,Srebrzysty Ciern,,,,506,,b2e8b513-6dc9-41e2-860c-f10b67346e4b
Raymond E. Feist,Krondor,12.0,2016-10-02T00:13:58+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Furia Krola Demonow (507)/cover.jpg,0101-01-01T01:00:00+01:00,,576667,"Feist, Raymond E.",Furia Krola Demonow,Furia Krola Demonow,,,,507,,1966e515-e215-4590-a852-c412de6ddc84
Raymond E. Feist,Krondor,4.0,2016-10-02T00:13:58+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Mrok w Sethanon (508)/cover.jpg,0101-01-01T01:00:00+01:00,,521840,"Feist, Raymond E.",Mrok w Sethanon,Mrok w Sethanon,,,,508,,81b42b12-c4cb-47d5-a670-990c4e91e352
Raymond E. Feist,Krondor,10.0,2016-10-02T00:13:58+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Cien Krolowej Mroku (509)/cover.jpg,0101-01-01T01:00:00+01:00,,513661,"Feist, Raymond E.",Cien Krolowej Mroku,Cien Krolowej Mroku,,,,509,,ae37cb6d-4fbc-4f2a-b959-d7523ec9387f
Raymond E. Feist,Krondor,11.0,2016-10-02T00:13:59+02:00,,epub,,,eng,999,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Raymond E. Feist/Ksiaze Kupcow (510)/cover.jpg,0101-01-01T01:00:00+01:00,,447991,"Feist, Raymond E.",Ksiaze Kupcow,Ksiaze Kupcow,,,,510,,1b9a14ef-837b-4223-9e92-58054bd40fdc
